Kalimat,Tingkat Pemahaman
"Lebih cepat, lebih baik, dan lebih dapat diandalkan.",Berkembang Sedang
Seringkali digunakan dan diterapkan pada lingkungan kerja.,Berkembang Sedang
"Didasarkan pada konsep dimana alternatif terpilih yang terbaik tidak hanya memiliki jarak terpendek dari solusi ideal positif, melainkan juga memiliki jarak terpanjang dari solusi ideal negatif.",Sudah Mahir
Bagaimana langkah-langkah menentukan peringkat Perguruan Tinggi,Belum Berkembang
Untuk mengetahui dan memahami metode,Berkembang Sedang
Kriteria apa saja yang diperlukan dalam pengambilan keputusan penentuan peringkat Perguruan Tinggi,Sudah Mahir
Bobot prioritas kriteria,Belum Berkembang
"Banyaknya Perguruan Tinggi dengan berbagai fasilitas, sarana, prasarana, kualitas sumber daya manusia, dan reputasi yang berbeda membuat calon mahasiswa memiliki banyak opsi Perguruan Tinggi yang ingin dituju.",Sudah Mahir
"Merupakan salah satu metode dalam memecahkan masalah multikriteria, yang diperkenalkan pertama kali pada tahun 1981",Sudah Mahir
Solusi yang diberikan dari metode ini adalah solusi ideal positif yang relatif dan bukan solusi ideal positif yang absolut.,Sudah Mahir
Setiap bobot kriteria ditentukan berdasarkan tingkat kepentingannya menurut pengambil keputusan.,Berkembang Sedang
"Alasannya adalah karena metode ini memiliki konsep yang sederhana dan mudah dipahami, komputasinya efisien, dapat mengukur kinerja relatif dari berbagai alternatif keputusan dalam bentuk matematis yang sederhana.",Sudah Mahir
Pekerja swasta asal Jakarta itu hanyalah satu dari sekian banyak WNI yang rela bepergian jauh demi merasakan euforia konser biduanita asal AS itu,Sudah Mahir
"dari bandara, mal, sampai setelah konser masih terasa euforianya",Berkembang Sedang
Mantan promotor musik terkemuka yang mendatangkan banyak musikus mancanegara,Berkembang Sedang
Mengatakan dewan turis Singapura memiliki visi dan misi yang jelas dalam memandang konser musik sebagai sumber pendapatan devisa dari sektor pariwisata,Sudah Mahir
Termasuk dengan memberikan insentif kepada promotor musik.,Berkembang Sedang
Meski memiliki pangsa pasar yang besar untuk konser musik dunia,Berkembang Sedang
Menteri Pariwisata dan Ekonomi Kreatif mengatakan dirinya akan mendiskusikan peluang kerja sama ke depan pada hari Jumat,Berkembang Sedang
Mengakui Indonesia masih membutuhkan kematangan dari segi infrastruktur dan regulasi yang fleksibel untuk ke depannya di samping aspek dana pendampingan.,Sudah Mahir
Sejumlah pengamat dan asosiasi bisnis memiliki pendapat lain,Berkembang Sedang
Padahal industri kreatif membutuhkan cara pandang dan manajemen baru,Berkembang Sedang
"Mencakup kemudahan imigrasi, izin keramaian, koordinasi dengan pemda, perbaikan transportasi publik, dan lokasi",Berkembang Sedang
Pemerintah bahkan masih menganggap industri kreatif sebagai beban atau ancaman keamanan yang membutuhkan banyak tenaga keamanan termasuk polisi,Sudah Mahir
"Bisa insentif, atau bisa juga pendirian lembaga perizinan satu pintu, diskon pajak, dan lain-lain",Berkembang Sedang
Sebelumnya para pelaku konser mesti mengajukan visa kerja dengan mengajukan izin bekerja ke Kementerian Ketenagakerjaan,Belum Berkembang
Orang yang cukup beruntung bisa mendapatkan tiket untuk menonton,Berkembang Sedang
"Menyebut masih ada beberapa keunggulan konser musik di Tanah Air apabila dibandingkan dengan Singapura, misalnya kualitas suara",Belum Berkembang
Sistem Pendukung Keputusan merupakan sebuah sistem yang memiliki kemampuan dalam memecahkan suatu permasalahan sehingga dapat membantu dalam pengambilan keputusan yang lebih baik dalam situasi semi terstruktur maupun tidak terstruktur.,Sudah Mahir
"Dilakukan oleh sistem berbasis komputer, digunakan untuk",Berkembang Sedang
"membantu pengambilan keputusan, digunakan untuk memecahkan masalah yang rumit yang mungkin mustahil untuk dipecahkan dengan kalkulasi manual ataupun riset literasi yang sederhana, SPK digunakan melalui cara simulasi yang interaktif, data dan model analisis pada SPK sebagai komponen utamanya.",Sudah Mahir
"Mendefinisikan masalah terlebih dahulu, kemudian pengumpulan data atau elemen informasi yang relevan, mengolah data menjadi informasi baik dalam bentuk laporan grafik maupun tulisan, setelah itu barulah menentukan alternatif-alternatif solusi.",Sudah Mahir
Bertujuan untuk meningkatkan efektifitas dalam pengambilan keputusan.,Berkembang Sedang
"Lebih cepat, lebih baik, dan lebih dapat diandalkan.",Berkembang Sedang
Seringkali digunakan dan diterapkan pada lingkungan kerja.,Berkembang Sedang
"Didasarkan pada konsep dimana alternatif terpilih yang terbaik tidak hanya memiliki jarak terpendek dari solusi ideal positif, melainkan juga memiliki jarak terpanjang dari solusi ideal negatif.",Sudah Mahir
Bagaimana langkah-langkah menentukan peringkat Perguruan Tinggi,Belum Berkembang
Untuk mengetahui dan memahami metode,Berkembang Sedang
Kriteria apa saja yang diperlukan dalam pengambilan keputusan penentuan peringkat Perguruan Tinggi,Sudah Mahir
Bobot prioritas kriteria,Belum Berkembang
"Banyaknya Perguruan Tinggi dengan berbagai fasilitas, sarana, prasarana, kualitas sumber daya manusia, dan reputasi yang berbeda membuat calon mahasiswa memiliki banyak opsi Perguruan Tinggi yang ingin dituju.",Sudah Mahir
"Merupakan salah satu metode dalam memecahkan masalah multikriteria, yang diperkenalkan pertama kali pada tahun 1981",Sudah Mahir
Solusi yang diberikan dari metode ini adalah solusi ideal positif yang relatif dan bukan solusi ideal positif yang absolut.,Sudah Mahir
Setiap bobot kriteria ditentukan berdasarkan tingkat kepentingannya menurut pengambil keputusan.,Berkembang Sedang
"Alasannya adalah karena metode ini memiliki konsep yang sederhana dan mudah dipahami, komputasinya efisien, dapat mengukur kinerja relatif dari berbagai alternatif keputusan dalam bentuk matematis yang sederhana.",Sudah Mahir
Rasi bintang yang dapat Anda lihat di malam hari bergantung pada lokasi anda di bumi dan waktu dalam setahun.,Sudah Mahir
"Diberi nama berdasarkan benda, hewan, dan manusia pada zaman dahulu.",Berkembang Sedang
Para astronom saat ini masih menggunakan rasi bintang untuk memberi nama bintang dan hujan meteor.,Sudah Mahir
"Ada beberapa definisi berbeda tentang konstelasi, tetapi banyak orang menganggap konstelasi sebagai sekelompok bintang",Berkembang Sedang
Mereka tidak terhubung satu sama lain sama sekali.,Berkembang Sedang
"Beberapa bintang dalam suatu konstelasi mungkin letaknya dekat, sementara yang lainnya sangat jauh",Sudah Mahir
"Seiring berjalannya waktu, kebudayaan di seluruh dunia memiliki nama dan jumlah konstelasi yang berbeda-beda, bergantung pada apa yang dipikirkan orang-orang yang mereka lihat.",Sudah Mahir
"Saat ini, terdapat 88 rasi bintang yang diakui secara resmi.",Berkembang Sedang
Bumi mengorbit mengelilingi Matahari satu kali setiap tahunnya,Berkembang Sedang
Bintang-bintang muncul setiap malam bergerak sedikit ke barat dari tempat mereka berada pada malam sebelumnya,Belum Berkembang
Belahan bumi utara selalu mengarah ke arah yang berbeda dengan belahan bumi selatan.,Sudah Mahir
"Artinya, pengamat bintang di Australia, misalnya, mendapatkan pemandangan langit yang sedikit berbeda dan dapat melihat beberapa rasi bintang yang berbeda dibandingkan di Amerika Serikat",Sudah Mahir
Astronomi adalah studi ilmiah tentang segala sesuatu di luar angkasa,Berkembang Sedang
"Para astronom dan ilmuwan lain mempelajari bintang dan galaksi, yang sebagian besar berjarak beberapa tahun cahaya dari Bumi.",Sudah Mahir
"Mempelajari sifat ilmiah benda-benda di luar angkasa membantu kita memahami bagaimana alam semesta diciptakan, apa lagi yang ada di luar sana, dan bagaimana kita menyesuaikan diri.",Sudah Mahir
Astrologi didasarkan pada keyakinan bahwa letak bintang dan planet tertentu di langit dapat memprediksi masa depan atau menggambarkan seperti apa seseorang,Sudah Mahir
"Persoalan demokrasi adalah semata-mata merupakan penciptaan manusia, yang di satu sisi mencerminkan keterbatasan dan keharmonisan obyektif di luar diri manusia.",Sudah Mahir
Pada masa Orde Lama di Era kepemimpinan Soekarno berbagai jenis sistem,Berkembang Sedang
Demokrasi diterapkan seperti Demokrasi Liberal yaitu Demokrasi yang dikenal juga dengan Demokrasi Parlementer yang mana Kabinet dipimpin oleh seorang perdana menteri sebagai kepala pemerintahan dan bertanggung jawab kepada parlemen.,Sudah Mahir
Kabinet jatuh bangun karena munculnya mosi tidak percaya dari partai lawan,Berkembang Sedang
Logika penempatan negara sebagai aktor tunggal ini terartikulasi melalui pengesahan secara tegas dan mutlak bagi sentralitas negara dengan seluruh perangkat birokrasi dan militernya demi kepentingan pembangunan ekonomi dan politik,Berkembang Sedang
Kemudian ciri khas Egaliter dan Demokratik digantikan dengan Ciri Khas,Berkembang Sedang
"Feodalistik pada masa Soeharto, Soeharto melakukan Praktik Demokrasi yang diatur dengan sesuai apa yang ia kehendaki, Ketidak bebasan dalam menyatakan pendapat dianggap dapat mengganggu Stabilitas Nasional yang saat itu menjadi Kebijakannya, namun Perlahanlahan konsep stabilitas nasional diperluas menjadi logika anti-kritik dan anti konsep",Sudah Mahir
"Kebebasan berekspresi di Amerika Serikat diperbolehkan tanpa batasan tertentu, seperti contoh seorang penista agama tidak dapat dihukum, penghujatan adalah risiko yang harus diterima demi kebebasan menyampaikan pendapat",Sudah Mahir
"Pada tanggal 19 September 1966 Indonesia terdaftar menjadi anggota PBB, dengan demikian Bangsa Indonesia diakui persamaan hak nya dengan warga dunia Internasional, ini merupakan langkah awal yang baik untuk perkembangan hak asasi manusia di Indonesia",Sudah Mahir
"Pada bidang ekonomi, masayarakat mulai mendapat hak untuk  hidup yang layak. Program transmigrasi, repelita, dan swasembada pangan medorong masyarakat agar dapat hidup dengan layak",Sudah Mahir
"Bidang pendidikan, pemerintah pada masa orde baru mempunyai proram yaitu Gerakan Wajib Belajar dan Gerakan Nasional Orang Tua Asuh",Berkembang Sedang
Mulai berfungsi dengan baik untuk menyampaikan aspirasi masyarakat,Berkembang Sedang
"Diadakan jajak pendapat untuk warga Timor-Timur dan hasilnya banyak yang memilih untuk memisahkan diri dari Indonesia, ini salah satu wujud dipenuhinya hak untuk berpendapat sebagai warga negara",Sudah Mahir
Perlindungan konsumen untuk menjaga konsumen dari persaingan perusahaan tidak sehat,Berkembang Sedang
Serta minimnya pemahaman aparat negara pada pendekatan dan prinsip hak asasi manusia,Berkembang Sedang
Seberapa penting kehadiran Pendidikan Pancasila dalam perkembangan teknologi dan budaya,Berkembang Sedang
"Menjelaskan bahwa Pancasila sejatinya merupakan ideologi terbuka, yakni ideologi yang terbuka dalam menyerap nilai-nilai baru yang dapat bermanfaat bagi keberlangsungan hidup bangsa",Sudah Mahir
"Apabila Indonesia tidak cermat, maka masyarakat akan cenderung ikut arus ideologi luar tersebut, sedangkan ideologi asli bangsa Indonesia sendiri yakni Pancasila malah terlupakan baik nilai-nilainya maupun implementasinya dalam kehidupan sehari-hari",Berkembang Sedang
Berperan sebagai rambu normatif bagi pengembangan ilmu pengetahuan dan tenknologi di Indonesia,Berkembang Sedang
Atau yang lebih dikenal dengan istilah indegenisasi ilmu,Berkembang Sedang
"Menumpas gerakan separatis, pemberontakan, dan terorisme dengan tegas, gerakan tersebut dapat ditanggulangi dengan cara meningkatkan kualitas pelaksanaan otonomi daerah dan desentralisasi",Berkembang Sedang
Harus bisa memperkuat ketahanan nasional,Belum Berkembang
Dengan adanya arus globalisasi tentu saja budaya dari luar negeri akan lebih mudah masuk ke Indonesia,Belum Berkembang
Adanya fungsi integrasi dari unsur-unsur masyarakat yang beragam secara terus-menerus,Berkembang Sedang
Tujuan bersama yang dari masa ke masa bertransformasi karena terus diperbaiki oleh dinamika masyarakatnya dan oleh para pemimpinnya,Sudah Mahir
Kita harus mampu beradaptasi dengan perubahan tetapi juga harus mengingat tujuan awal sebagai bangsa Indonesia yang merdeka.,Sudah Mahir
"Pada hakikatnya Pancasila merupakan filsafat hidup hasil pemikiran para pendiri bangsa yang berisi nilai-nilai luhur yang disusun dalam lima sila, berfungsi sebagai pedoman hidup bermasyarakat, berbangsa, dan bernegara.",Sudah Mahir
"Sejarah dan fakta empiris membuktikan, bahwa bangsa yang maju, Makmur, dan berdaulat sejak masa kejayaan romawi",Sudah Mahir
"Kesenjangan dalam penguasaan ilmu pengetahuan dan teknologi harus dipersempit terus menerus sehingga  makin merata, sebagai konsekuensi prinsip keadilan sosial",Sudah Mahir
Gaya hidup konsumerisme,Belum Berkembang
Solidaritas sosial digantikan dengan semangat individualistis,Belum Berkembang
"Melalui internet kita bisa melakukan banyak hal, seperti mencari sebuah informasi yang kita butuhkan, terhubung dengan satu sama lain, sebagai sumber pengetahuan, dan lainnya",Sudah Mahir
Terhubung dengan sanak saudara yang berada jauh,Berkembang Sedang
Wawasan nusantara merupakan cara pandang dan sikap bangsa terhadap diri dan lingkungan yang beragam dengan mengutamakan persatuan dan kesatuan bangsa dalam mencapai tujuan nasional bangsa,Sudah Mahir
Segala sesuatu mulai beralih pada digital atau teknologi,Berkembang Sedang
"Geopolitik secara sederhana dapat diartikan sebagai adanya geografi, wilayah, area, dimana area tersebut terjadi pertarungan kekuasaan",Belum Berkembang
"Geostrategi Indonesia dewasa ini dilandaskan pada kondisi, metode, cara mengembangkan potensi kekuatan nasional yang ditujukan untuk pengamanan yang timbul serta untuk menjaga keutuhan kedaulatan Indonesia dalam pembangunan nasional",Sudah Mahir
"Hal ini berkaitan dengan tujuan kesatuan dan persatuan mengingat kondisi geografis wilayah yang luas dan beragamnya suku, bangsa, ras, dan agama di Indonesia",Sudah Mahir
"Era globalisasi ditandai dengan adanya perkembangan teknologi, telekomunikasi, dan transportasi",Berkembang Sedang
"Bahasa termasuk dalam identitas nasional yang merupakan alat komunikasi yang paling efektif, dan diperlukan setiap bangsa",Sudah Mahir
Asmara telah terkalibrasi frekuensi yang sama saatnya untuk mengikat janji merangkum indahnya,Sudah Mahir
Bias kita jadi taksu gairah kalbu mendayu sabda diramu,Berkembang Sedang
Kini saatnya merangkai binar asmara melebur untuk satukan ego dalam indahnya,Berkembang Sedang
Berdansa dalam bahtera mahligai rasa merajut ketulusan jiwa,Berkembang Sedang
Mengabdi dalam indahnya kalbu mengukir ruang renjana selamanya,Berkembang Sedang
Kesedihan abadimu membuat bahagiamu sirna,Belum Berkembang
Hingga ke akhir tirai hidupm dukamu tetap abadi,Berkembang Sedang
Namun dia datang meruntuhkan segala penjara rasa,Berkembang Sedang
Tindakanku biarkan ia menjadi pemusnahku,Belum Berkembang
Sementara kita saling berbisik untuk lebih lama tinggal,Berkembang Sedang
"Pada debu, cinta yang tinggal berupa bunga kertas dan lintasan angka-angka",Berkembang Sedang
Menyekap sisa-sisa unggun api sebelum fajar,Belum Berkembang
Kita abadi memungut detik demi detik merangkainya seperti bunga sampai pada suatu hari kita lupa untuk apa,Sudah Mahir
Waktu masih kanak-kanak kau membuat perahu kertas dan kau layarkan di tepi kali,Berkembang Sedang
Alirnya sangat tenang dan perahumu bergoyang menuju lautan,Berkembang Sedang
"Kau sangat gembira, pulang dengan berbagai gambar warna-warni di kepala",Berkembang Sedang
Telah kupergunakan perahumu itu dalam sebuah banjir besar dan kini terdampar di sebuah bukit,Berkembang Sedang
"Hatiku selembar daun melayang jatuh di rumput nanti dulu, biarkan aku sejenak terbaring di sini ada yang masih ingin kupandang, yang selama ini senantiasa luput sesaat adalah abadi sebelum kau sapu tamanmu setiap pagi",Sudah Mahir
"Hujan mengenal baik pohon, jalan, dan selokan serta suaranya bisa dibeda-bedakan",Berkembang Sedang
Menyihirmu agar sama sekali tak sempat mengaduh waktu menangkap wahyu yang harus kau rahasiakan,Sudah Mahir
Aku ingin mencintaimu dengan sederhana dengan kata yang tak sempat diucapkan kayu kepada api yang menjadikannya abu,Sudah Mahir
Isyarat yang tak sempat disampaikan awan kepada hujan yang menjadikannya tiada,Berkembang Sedang
"Namun di sela-sela huruf sajak ini, kau tak akan letih-letihnya kucari",Berkembang Sedang
Tak ada yang lebih tabah dari hujan bulan Juni dirahasiakannya rintik rindunya kepada pohon berbunga itu,Sudah Mahir
Dibiarkannya yang tak terucapkan diserap akar pohon bunga itu,Berkembang Sedang
"Mencintai air harus menjadi ricik, mencintai gunung harus menjadi terjal",Berkembang Sedang
Aku selembar daun terakhir yang mencoba bertahan di ranting yang membenci angin.,Sudah Mahir
Ia tak pernah berjanji kepada api untuk mengembalikan pohon kepada burung,Berkembang Sedang
Konsonan langit yang akan menjadi sebuah takdir cinta kita,Berkembang Sedang
Gempa bumi adalah getaran atau getar-getar yang terjadi di permukaan bumi akibat pelepasan energi dari dalam secara tiba-tiba yang menciptakan gelombang seismik,Sudah Mahir
Disebabkan oleh pergerakan kerak bumi (lempeng Bumi),Berkembang Sedang
Diukur dengan menggunakan alat Seismometer,Belum Berkembang
Momen Magnitudo adalah skala yang paling umum di mana gempa Bumi terjadi untuk seluruh dunia,Sudah Mahir
Skala Richter adalah skala yang dilaporkan oleh observatorium seismologi nasional yang diukur pada skala besarnya lokal 5 magnitudo,Sudah Mahir
"Berpotensi menyebabkan kerusakan serius di daerah yang luas, tergantung pada kedalaman gempa",Sudah Mahir
"Disebabkan oleh adanya aktivitas tektonik, yaitu pergeseran lempeng-lempeng tektonik secara mendadak yang mempunyai kekuatan dari yang sangat kecil hingga yang sangat besar",Sudah Mahir
Pelepasan tenaga yang terjadi karena pergeseran lempengan plat tektonik seperti layaknya gelang karet ditarik dan dilepaskan dengan tiba-tiba,Sudah Mahir
Diakibatkan oleh tumbukan meteor atau asteroid yang jatuh ke Bumi,Berkembang Sedang
Terjadi pada daerah kapur ataupun pada daerah pertambangan,Berkembang Sedang
"Gempa bumi buatan adalah gempa bumi yang disebabkan oleh aktivitas dari manusia, seperti peledakan dinamit, nuklir atau palu yang dipukulkan ke permukaan bumi",Sudah Mahir
"Akibat adanya aktivitas magma, yang biasa terjadi sebelum gunung api meletus",Berkembang Sedang
Hiposentrumnya berada lebih dari 300 km di bawah permukaan bumi yaitu di dalam kerak bumi,Belum Berkembang
elombang primer atau gelombang longitudinal adalah gelombang atau getaran yang merambat di tubuh bumi,Sudah Mahir
Besar pasak daripada tiang,Belum Berkembang
Air cucuran atap jatuh ke pelimbahan juga,Berkembang Sedang
Ada udang di balik batu,Belum Berkembang
Air beriak tanda tak dalam,Belum Berkembang
Air susu dibalas air tuba,Belum Berkembang
Daun yang jatuh tak pernah membenci angin,Berkembang Sedang
Bagai pinang dibelah dua,Belum Berkembang
Air di tempayan yang retak,Belum Berkembang
Mencari jarum di tumpukan jerami,Belum Berkembang
Menanam padi di atas batu,Belum Berkembang
Campak bunga dibalas dengan tahi,Belum Berkembang
"Cerdik perempuan melabuhkan, saudagar muda mengutangkan",Belum Berkembang
"Di mana bumi dipijak, di situ langit dijunjung",Berkembang Sedang
Dahulu bajak daripada jawi,Belum Berkembang
Gantung sejuta harapan di ujung jari,Belum Berkembang
"Gajah mati meninggalkan gading, harimau mati meninggalkan belang",Berkembang Sedang
Habis manis sepah dibuang,Belum Berkembang
"Hujan datang tak diundang, air mata pun mengalir tak terbendung",Berkembang Sedang
"Ikan hiu dengan buaya berjuang di air, gajah berjuang di darat",Berkembang Sedang
"Karena nila setitik, rusak susu sebelanga",Belum Berkembang
"Orang bijak berbicara, orang bodoh beraksi",Belum Berkembang
"Sepandai-pandai tupai melompat, akhirnya jatuh juga",Belum Berkembang
"Setitik air hujan jatuh ke pelimbahan, sepenuh hari kurma di pangkuan tak akan basah",Belum Berkembang
Serapat-rapat menyimpan bangkai pasti tercium juga,Belum Berkembang
"Tak ada rotan, akar pun jadi",Belum Berkembang
Tong kosong nyaring bunyinya,Belum Berkembang
Tak ada gunung tinggi yang tidak bisa didaki,Berkembang Sedang
"Ketika seseorang terlalu berambisi atau terlalu rakus, mereka mungkin kehilangan apa yang sudah mereka miliki",Sudah Mahir
Tidak ada tantangan yang terlalu besar jika kita memiliki tekad dan usaha yang kuat,Sudah Mahir
Kesempatan untuk mencintai atau menghargai seseorang hanya muncul ketika kita mengenal mereka lebih baik,Sudah Mahir
Orang yang tidak memiliki pengetahuan atau pengalaman yang cukup seringkali bersuara keras tanpa makna yang sebenarnya,Sudah Mahir
Setiap pencapaian besar memerlukan usaha dan risiko yang sesuai.,Berkembang Sedang
Orang yang memiliki kekuasaan atau otoritas lebih tinggi harus melindungi atau membantu yang lebih rendah,Sudah Mahir
"Tidak ada yang sempurna, setiap orang atau benda memiliki kelemahan atau kekurangan",Sudah Mahir
"Ketika seseorang tidak memiliki pilihan atau sumber daya tertentu, mereka harus menggunakan apa yang ada",Sudah Mahir
Orang yang mengalami kebingungan dan kebimbangan dalam hatinya,Berkembang Sedang
Seperti anak ayam kehilangan induknya,Belum Berkembang
"Walau menutupi kejahatan, pasti akan diketahui orang juga",Berkembang Sedang
Mendapatkan sesuatu yang diinginkan secara tiba-tiba atau dengan keberuntungan yang besar,Berkembang Sedang
Bersiap-siap atau berjaga-jaga sebelum terjadi masalah atau kesulitan,Berkembang Sedang
Jangan menghalangi atau menghambat pertumbuhan atau perkembangan seseorang,Berkembang Sedang
Rasa malu atau sungkan untuk bertanya akan membuat seseorang tersesat atau kehilangan arah,Sudah Mahir
Kurangnya kepercayaan diri akan menghambat kemajuan atau kesuksesan seseorang,Berkembang Sedang
Jangan mengacaukan atau membingungkan urutan atau hubungan yang seharusnya,Berkembang Sedang
Jangan menilai seseorang berdasarkan penampilan luar saja,Berkembang Sedang
Kehidupan yang dijalani dengan rasa hormat dan penuh tanggung jawab akan mempersiapkan kita untuk kematian dengan baik,Sudah Mahir
Orang sering kali lebih dihormati atau dihargai di tempat asing daripada di tempat sendiri,Berkembang Sedang
"Keadaan hidup yang aman, makmur, dan damai",Berkembang Sedang
Memiliki banyak harapan atau ekspektasi yang tinggi.,Berkembang Sedang
"Sesuatu yang terasa enak atau menyenangkan pada awalnya, tetapi memiliki dampak negatif atau konsekuensi yang tidak diinginkan",Sudah Mahir
Menghormati dan menyesuaikan diri dengan adat dan kebiasaan di tempat yang dikunjungi,Sudah Mahir
Generasi penerus yang berhasil menggantikan peran yang ditinggalkan oleh generasi sebelumnya,Berkembang Sedang
Menerima sesuatu tanpa pikir panjang atau tanpa mempertimbangkan,Berkembang Sedang
Seseorang yang tidak ada reaksinya atau diam seribu bahasa,Berkembang Sedang
Kehadiran masalah atau konflik menunjukkan ada ketidakharmonisan di dalam,Berkembang Sedang
Berurusan dengan lintah darat memanglah merepotkan,Belum Berkembang
Rumah di daerah jalan Merdeka itu habis dilahap oleh si jago merah,Belum Berkembang
